Name, Date and Time, RA (J2000), Dec (J2000), Mag., Phase, "Dist., AU", Elong.
Vigorous (Sun), 2033-11-15 00:06:00,   15h19m15.9s, -18°19'19.5", -26.77, —, 0.989363, —
Vigorous (Sun), 2033-11-16 00:06:00,   15h23m22.3s, -18°34'39.9", -26.77, —, 0.989149, —
Vigorous (Sun), 2033-11-17 00:06:00,   15h27m29.7s, -18°49'40.7", -26.77, —, 0.988936, —
Vigorous (Sun), 2033-11-18 00:06:00,   15h31m37.8s, -19°04'21.5", -26.77, —, 0.988727, —
Vigorous (Sun), 2033-11-19 00:06:00,   15h35m46.9s, -19°18'41.8", -26.77, —, 0.988520, —
Vigorous (Sun), 2033-11-20 00:06:00,   15h39m56.7s, -19°32'41.4", -26.77, —, 0.988316, —
Vigorous (Sun), 2033-11-21 00:06:00,   15h44m07.4s, -19°46'19.9", -26.77, —, 0.988114, —
Vigorous (Sun), 2033-11-22 00:06:00,   15h48m18.9s, -19°59'36.7", -26.77, —, 0.987914, —
Vigorous (Sun), 2033-11-23 00:06:00,   15h52m31.3s, -20°12'31.7", -26.77, —, 0.987717, —
Vigorous (Sun), 2033-11-24 00:06:00,   15h56m44.3s, -20°25'04.5", -26.77, —, 0.987522, —
Vigorous (Sun), 2033-11-25 00:06:00,   16h00m58.2s, -20°37'14.6", -26.77, —, 0.987329, —
Vigorous (Sun), 2033-11-26 00:06:00,   16h05m12.8s, -20°49'01.7", -26.77, —, 0.987140, —
Vigorous (Sun), 2033-11-27 00:06:00,   16h09m28.2s, -21°00'25.6", -26.77, —, 0.986953, —
Vigorous (Sun), 2033-11-28 00:06:00,   16h13m44.2s, -21°11'25.8", -26.77, —, 0.986769, —
Vigorous (Sun), 2033-11-29 00:06:00,   16h18m01.0s, -21°22'02.0", -26.77, —, 0.986589, —
Vigorous (Sun), 2033-11-30 00:06:00,   16h22m18.4s, -21°32'13.9", -26.77, —, 0.986413, —
Vigorous (Sun), 2033-12-01 00:06:00,   16h26m36.5s, -21°42'01.3", -26.77, —, 0.986240, —
Vigorous (Sun), 2033-12-02 00:06:00,   16h30m55.3s, -21°51'23.8", -26.77, —, 0.986073, —
Vigorous (Sun), 2033-12-03 00:06:00,   16h35m14.6s, -22°00'21.2", -26.77, —, 0.985910, —
Vigorous (Sun), 2033-12-04 00:06:00,   16h39m34.6s, -22°08'53.1", -26.77, —, 0.985752, —
Vigorous (Sun), 2033-12-05 00:06:00,   16h43m55.1s, -22°16'59.3", -26.77, —, 0.985600, —
Vigorous (Sun), 2033-12-06 00:06:00,   16h48m16.2s, -22°24'39.6", -26.77, —, 0.985454, —
Vigorous (Sun), 2033-12-07 00:06:00,   16h52m37.8s, -22°31'53.8", -26.77, —, 0.985314, —
Vigorous (Sun), 2033-12-08 00:06:00,   16h57m00.0s, -22°38'41.5", -26.77, —, 0.985180, —
Vigorous (Sun), 2033-12-09 00:06:00,   17h01m22.6s, -22°45'02.7", -26.77, —, 0.985052, —
Vigorous (Sun), 2033-12-10 00:06:00,   17h05m45.7s, -22°50'57.0", -26.78, —, 0.984929, —
Vigorous (Sun), 2033-12-11 00:06:00,   17h10m09.3s, -22°56'24.4", -26.78, —, 0.984812, —
Vigorous (Sun), 2033-12-12 00:06:00,   17h14m33.3s, -23°01'24.6", -26.78, —, 0.984701, —
Vigorous (Sun), 2033-12-13 00:06:00,   17h18m57.6s, -23°05'57.4", -26.78, —, 0.984594, —
Vigorous (Sun), 2033-12-14 00:06:00,   17h23m22.4s, -23°10'02.8", -26.78, —, 0.984493, —
Vigorous (Sun), 2033-12-15 00:06:00,   17h27m47.5s, -23°13'40.5", -26.78, —, 0.984396, —
Vigorous (Sun), 2033-12-16 00:06:00,   17h32m12.8s, -23°16'50.5", -26.78, —, 0.984303, —
Vigorous (Sun), 2033-12-17 00:06:00,   17h36m38.5s, -23°19'32.6", -26.78, —, 0.984215, —
Vigorous (Sun), 2033-12-18 00:06:00,   17h41m04.3s, -23°21'46.8", -26.78, —, 0.984131, —
Vigorous (Sun), 2033-12-19 00:06:00,   17h45m30.4s, -23°23'32.9", -26.78, —, 0.984051, —
Vigorous (Sun), 2033-12-20 00:06:00,   17h49m56.6s, -23°24'50.9", -26.78, —, 0.983975, —
Vigorous (Sun), 2033-12-21 00:06:00,   17h54m23.0s, -23°25'40.7", -26.78, —, 0.983903, —
Vigorous (Sun), 2033-12-22 00:06:00,   17h58m49.4s, -23°26'02.3", -26.78, —, 0.983834, —
Vigorous (Sun), 2033-12-23 00:06:00,   18h03m15.8s, -23°25'55.7", -26.78, —, 0.983769, —
Vigorous (Sun), 2033-12-24 00:06:00,   18h07m42.3s, -23°25'20.9", -26.78, —, 0.983708, —
Vigorous (Sun), 2033-12-25 00:06:00,   18h12m08.8s, -23°24'17.8", -26.78, —, 0.983650, —
Vigorous (Sun), 2033-12-26 00:06:00,   18h16m35.1s, -23°22'46.5", -26.78, —, 0.983596, —
Vigorous (Sun), 2033-12-27 00:06:00,   18h21m01.4s, -23°20'47.1", -26.78, —, 0.983546, —
Vigorous (Sun), 2033-12-28 00:06:00,   18h25m27.5s, -23°18'19.6", -26.78, —, 0.983501, —
Vigorous (Sun), 2033-12-29 00:06:00,   18h29m53.4s, -23°15'24.0", -26.78, —, 0.983460, —
Vigorous (Sun), 2033-12-30 00:06:00,   18h34m19.2s, -23°12'00.5", -26.78, —, 0.983424, —
Vigorous (Sun), 2033-12-31 00:06:00,   18h38m44.6s, -23°08'09.1", -26.78, —, 0.983394, —
Vigorous (Sun), 2034-01-01 00:06:00,   18h43m09.8s, -23°03'49.9", -26.78, —, 0.983369, —
Vigorous (Sun), 2034-01-02 00:06:00,   18h47m34.7s, -22°59'03.2", -26.78, —, 0.983350, —
Vigorous (Sun), 2034-01-03 00:06:00,   18h51m59.2s, -22°53'48.9", -26.78, —, 0.983338, —
Vigorous (Sun), 2034-01-04 00:06:00,   18h56m23.4s, -22°48'07.3", -26.78, —, 0.983332, —
Vigorous (Sun), 2034-01-05 00:06:00,   19h00m47.2s, -22°41'58.5", -26.78, —, 0.983332, —
Vigorous (Sun), 2034-01-06 00:06:00,   19h05m10.6s, -22°35'22.7", -26.78, —, 0.983339, —
Vigorous (Sun), 2034-01-07 00:06:00,   19h09m33.5s, -22°28'20.1", -26.78, —, 0.983353, —
Vigorous (Sun), 2034-01-08 00:06:00,   19h13m56.0s, -22°20'50.9", -26.78, —, 0.983373, —
Vigorous (Sun), 2034-01-09 00:06:00,   19h18m18.0s, -22°12'55.2", -26.78, —, 0.983399, —
Vigorous (Sun), 2034-01-10 00:06:00,   19h22m39.5s, -22°04'33.4", -26.78, —, 0.983431, —
Vigorous (Sun), 2034-01-11 00:06:00,   19h27m00.5s, -21°55'45.6", -26.78, —, 0.983469, —
Vigorous (Sun), 2034-01-12 00:06:00,   19h31m20.9s, -21°46'32.2", -26.78, —, 0.983512, —
Vigorous (Sun), 2034-01-13 00:06:00,   19h35m40.8s, -21°36'53.3", -26.78, —, 0.983560, —
Vigorous (Sun), 2034-01-14 00:06:00,   19h40m00.1s, -21°26'49.3", -26.78, —, 0.983614, —
Vigorous (Sun), 2034-01-15 00:06:00,   19h44m18.7s, -21°16'20.4", -26.78, —, 0.983672, —
Vigorous (Sun), 2034-01-16 00:06:00,   19h48m36.7s, -21°05'27.0", -26.78, —, 0.983734, —
Vigorous (Sun), 2034-01-17 00:06:00,   19h52m54.1s, -20°54'09.3", -26.78, —, 0.983801, —
Vigorous (Sun), 2034-01-18 00:06:00,   19h57m10.7s, -20°42'27.7", -26.78, —, 0.983872, —
Vigorous (Sun), 2034-01-19 00:06:00,   20h01m26.7s, -20°30'22.4", -26.78, —, 0.983947, —
Vigorous (Sun), 2034-01-20 00:06:00,   20h05m42.0s, -20°17'53.9", -26.78, —, 0.984025, —
Vigorous (Sun), 2034-01-21 00:06:00,   20h09m56.5s, -20°05'02.5", -26.78, —, 0.984107, —
Vigorous (Sun), 2034-01-22 00:06:00,   20h14m10.3s, -19°51'48.6", -26.78, —, 0.984193, —
Vigorous (Sun), 2034-01-23 00:06:00,   20h18m23.3s, -19°38'12.4", -26.78, —, 0.984282, —
Vigorous (Sun), 2034-01-24 00:06:00,   20h22m35.5s, -19°24'14.4", -26.78, —, 0.984374, —
Vigorous (Sun), 2034-01-25 00:06:00,   20h26m47.0s, -19°09'54.9", -26.78, —, 0.984470, —
Vigorous (Sun), 2034-01-26 00:06:00,   20h30m57.6s, -18°55'14.4", -26.78, —, 0.984570, —
Vigorous (Sun), 2034-01-27 00:06:00,   20h35m07.4s, -18°40'13.3", -26.78, —, 0.984674, —
Vigorous (Sun), 2034-01-28 00:06:00,   20h39m16.4s, -18°24'51.8", -26.78, —, 0.984783, —
Vigorous (Sun), 2034-01-29 00:06:00,   20h43m24.6s, -18°09'10.4", -26.78, —, 0.984896, —
Vigorous (Sun), 2034-01-30 00:06:00,   20h47m31.9s, -17°53'09.4", -26.77, —, 0.985015, —
Vigorous (Sun), 2034-01-31 00:06:00,   20h51m38.4s, -17°36'49.3", -26.77, —, 0.985139, —
Vigorous (Sun), 2034-02-01 00:06:00,   20h55m44.1s, -17°20'10.5", -26.77, —, 0.985268, —
Vigorous (Sun), 2034-02-02 00:06:00,   20h59m48.9s, -17°03'13.3", -26.77, —, 0.985403, —
Vigorous (Sun), 2034-02-03 00:06:00,   21h03m52.9s, -16°45'58.1", -26.77, —, 0.985544, —
Vigorous (Sun), 2034-02-04 00:06:00,   21h07m56.1s, -16°28'25.3", -26.77, —, 0.985691, —
Vigorous (Sun), 2034-02-05 00:06:00,   21h11m58.5s, -16°10'35.3", -26.77, —, 0.985843, —
Vigorous (Sun), 2034-02-06 00:06:00,   21h16m00.1s, -15°52'28.6", -26.77, —, 0.986001, —
Vigorous (Sun), 2034-02-07 00:06:00,   21h20m00.9s, -15°34'05.4", -26.77, —, 0.986164, —
Vigorous (Sun), 2034-02-08 00:06:00,   21h24m00.9s, -15°15'26.3", -26.77, —, 0.986332, —
Vigorous (Sun), 2034-02-09 00:06:00,   21h28m00.1s, -14°56'31.6", -26.77, —, 0.986506, —
Vigorous (Sun), 2034-02-10 00:06:00,   21h31m58.5s, -14°37'21.7", -26.77, —, 0.986684, —
Vigorous (Sun), 2034-02-11 00:06:00,   21h35m56.2s, -14°17'57.0", -26.77, —, 0.986866, —
Vigorous (Sun), 2034-02-12 00:06:00,   21h39m53.1s, -13°58'18.0", -26.77, —, 0.987053, —
Vigorous (Sun), 2034-02-13 00:06:00,   21h43m49.3s, -13°38'25.1", -26.77, —, 0.987243, —
Vigorous (Sun), 2034-02-14 00:06:00,   21h47m44.8s, -13°18'18.6", -26.77, —, 0.987437, —
Vigorous (Sun), 2034-02-15 00:06:00,   21h51m39.5s, -12°57'59.1", -26.77, —, 0.987634, —
Vigorous (Sun), 2034-02-16 00:06:00,   21h55m33.5s, -12°37'26.9", -26.77, —, 0.987835, —
Vigorous (Sun), 2034-02-17 00:06:00,   21h59m26.8s, -12°16'42.5", -26.77, —, 0.988037, —
Vigorous (Sun), 2034-02-18 00:06:00,   22h03m19.4s, -11°55'46.3", -26.77, —, 0.988243, —
Vigorous (Sun), 2034-02-19 00:06:00,   22h07m11.2s, -11°34'38.6", -26.77, —, 0.988450, —
Vigorous (Sun), 2034-02-20 00:06:00,   22h11m02.5s, -11°13'20.1", -26.77, —, 0.988659, —
Vigorous (Sun), 2034-02-21 00:06:00,   22h14m53.0s, -10°51'51.0", -26.77, —, 0.988870, —
Vigorous (Sun), 2034-02-22 00:06:00,   22h18m42.9s, -10°30'11.8", -26.77, —, 0.989083, —
Vigorous (Sun), 2034-02-23 00:06:00,   22h22m32.1s, -10°08'22.9", -26.77, —, 0.989299, —
Vigorous (Sun), 2034-02-24 00:06:00,   22h26m20.7s, -9°46'24.9", -26.77, —, 0.989516, —
Vigorous (Sun), 2034-02-25 00:06:00,   22h30m08.7s, -9°24'18.0", -26.76, —, 0.989736, —
Vigorous (Sun), 2034-02-26 00:06:00,   22h33m56.0s, -9°02'02.7", -26.76, —, 0.989959, —
Vigorous (Sun), 2034-02-27 00:06:00,   22h37m42.8s, -8°39'39.4", -26.76, —, 0.990184, —
Vigorous (Sun), 2034-02-28 00:06:00,   22h41m28.9s, -8°17'08.4", -26.76, —, 0.990413, —
Vigorous (Sun), 2034-03-01 00:06:00,   22h45m14.6s, -7°54'30.3", -26.76, —, 0.990646, —
Vigorous (Sun), 2034-03-02 00:06:00,   22h48m59.6s, -7°31'45.3", -26.76, —, 0.990882, —
Vigorous (Sun), 2034-03-03 00:06:00,   22h52m44.2s, -7°08'53.9", -26.76, —, 0.991122, —
Vigorous (Sun), 2034-03-04 00:06:00,   22h56m28.3s, -6°45'56.4", -26.76, —, 0.991365, —
Vigorous (Sun), 2034-03-05 00:06:00,   23h00m11.9s, -6°22'53.3", -26.76, —, 0.991613, —
Vigorous (Sun), 2034-03-06 00:06:00,   23h03m55.0s, -5°59'44.8", -26.76, —, 0.991864, —
Vigorous (Sun), 2034-03-07 00:06:00,   23h07m37.7s, -5°36'31.3", -26.76, —, 0.992119, —
Vigorous (Sun), 2034-03-08 00:06:00,   23h11m20.1s, -5°13'13.3", -26.76, —, 0.992377, —
Vigorous (Sun), 2034-03-09 00:06:00,   23h15m02.0s, -4°49'51.1", -26.76, —, 0.992639, —
Vigorous (Sun), 2034-03-10 00:06:00,   23h18m43.6s, -4°26'25.1", -26.76, —, 0.992904, —
Vigorous (Sun), 2034-03-11 00:06:00,   23h22m24.8s, -4°02'55.6", -26.76, —, 0.993172, —
Vigorous (Sun), 2034-03-12 00:06:00,   23h26m05.7s, -3°39'23.1", -26.76, —, 0.993442, —
Vigorous (Sun), 2034-03-13 00:06:00,   23h29m46.4s, -3°15'47.8", -26.76, —, 0.993714, —
Vigorous (Sun), 2034-03-14 00:06:00,   23h33m26.7s, -2°52'10.2", -26.76, —, 0.993989, —
Vigorous (Sun), 2034-03-15 00:06:00,   23h37m06.8s, -2°28'30.7", -26.75, —, 0.994265, —
Vigorous (Sun), 2034-03-16 00:06:00,   23h40m46.7s, -2°04'49.5", -26.75, —, 0.994542, —
Vigorous (Sun), 2034-03-17 00:06:00,   23h44m26.3s, -1°41'07.2", -26.75, —, 0.994821, —
Vigorous (Sun), 2034-03-18 00:06:00,   23h48m05.8s, -1°17'24.0", -26.75, —, 0.995099, —
Vigorous (Sun), 2034-03-19 00:06:00,   23h51m45.1s, -0°53'40.4", -26.75, —, 0.995379, —
Vigorous (Sun), 2034-03-20 00:06:00,   23h55m24.2s, -0°29'56.7", -26.75, —, 0.995658, —
Vigorous (Sun), 2034-03-21 00:06:00,   23h59m03.1s, -0°06'13.4", -26.75, —, 0.995936, —
